HZ,fft
142.9285357,2.9282756
143.2617025,0.73218495
143.5948692,2.3913617
143.928036,2.7333798
144.2612027,2.6920185
144.5943695,2.380258
144.9275362,1.6929489
145.260703,2.0482314
145.5938697,0.61059093
145.9270365,3.4386892
146.2602032,3.1528523
146.59337,7.397046
146.9265367,22.875307
147.2597035,13.982887
147.5928702,2.8553505
147.926037,3.2341547
148.2592037,2.6960526
148.5923705,2.9221323
148.9255372,2.30943
149.258704,2.6647663
149.5918707,1.1830165
149.9250375,1.3733046
150.2582042,2.2891614
150.591371,1.3287903
150.9245377,0.29047492
151.2577045,3.8858166
151.5908712,5.2485547
151.924038,1.2408442
152.2572047,1.8676753
152.5903715,3.6033912
152.9235382,3.774066
153.256705,3.9124217
153.5898717,1.4119425
153.9230385,10.810466
154.2562052,15.335306
154.589372,11.763797
154.9225387,2.9832106
155.2557055,3.2296405
155.5888722,0.8001215
155.922039,0.8105035
156.2552057,1.0118487
156.5883725,0.78621477
156.9215392,0.73646885
157.254706,2.3925374
157.5878727,2.8766258
157.9210395,2.1922805
158.2542062,1.4208739
158.587373,4.9311404
158.9205397,6.0777082
159.2537065,0.7361256
159.5868732,0.13059089
159.92004,2.6748476
160.2532067,1.7841281
160.5863735,5.3645062
160.9195402,1.5272918
161.252707,14.105226
161.5858737,9.617986
161.9190405,7.0263925
162.2522072,3.5720499
162.585374,2.7197754
162.9185407,3.607678
163.2517075,9.181478
163.5848742,8.891094
163.918041,4.0423226
164.2512077,1.8671457
164.5843745,1.1394407
164.9175412,1.7653173
165.250708,1.0503591
165.5838747,3.0124695
165.9170415,5.5071263
166.2502082,4.821183
166.583375,1.2210824
166.9165417,3.2098598
167.2497085,1.9142023
167.5828752,3.3347168
167.916042,2.8589468
168.2492087,0.8264949
168.5823755,10.410334
168.9155422,7.703516
169.248709,1.8057358
169.5818757,1.7094657
169.9150425,0.8685967
170.2482092,1.9295976
170.581376,3.9786077
170.9145427,1.581752
171.2477095,1.1150327
171.5808762,1.0612314
171.914043,2.5416608
172.2472097,1.6756191
172.5803765,1.7107097
172.9135432,2.6220858
173.24671,4.9931526
173.5798767,3.8982413
173.9130435,1.7797157
174.2462102,1.2476892
174.579377,1.2123485
174.9125437,1.6770306
175.2457105,2.120915
175.5788772,1.9614297
175.912044,7.0636578
176.2452107,7.929702
176.5783775,2.8976498
176.9115442,1.5385283
177.244711,1.3648072
177.5778777,0.7092653
177.9110445,3.089258
178.2442112,1.7730075
178.577378,0.48992947
178.9105447,1.5611228
179.2437115,0.648925
179.5768782,2.2412326
179.910045,1.3742161
180.2432117,3.4977279
180.5763785,6.0276413
180.9095452,2.6392477
181.242712,1.2190675
181.5758787,0.84756887
181.9090455,1.515766
182.2422122,1.1772362
182.575379,0.51111054
182.9085457,2.706721
183.2417125,3.1899426
183.5748792,5.8210306
183.908046,6.788828
184.2412127,6.0872893
184.5743795,2.7214656
184.9075462,2.3849995
185.240713,5.055019
185.5738797,3.5783262
185.9070465,4.2104383
186.2402132,5.1277986
186.57338,7.5775886
186.9065467,9.229503
187.2397135,14.237136
187.5728802,44.774307
187.906047,51.292408
188.2392137,19.022972
188.5723805,9.400802
188.9055472,7.1023555
189.238714,4.750136
189.5718807,5.220904
189.9050475,4.1833134
190.2382142,1.7039958
190.571381,5.893916
190.9045477,1.8508756
191.2377145,4.886114
191.5708812,1.7378311
191.904048,3.845164
192.2372147,3.5352209
192.5703815,4.8590407
192.9035482,2.3186631
193.236715,2.325864
193.5698817,1.667616
193.9030485,1.2985983
194.2362152,0.9808008
194.569382,0.6980132
194.9025487,6.565428
195.2357155,5.7514997
195.5688822,2.0384676
195.902049,2.9767094
196.2352157,3.0545704
196.5683825,4.5941744
196.9015492,4.050921
197.234716,3.4530687
197.5678827,7.5083423
197.9010495,2.7188728
198.2342162,3.400163
198.567383,1.9397078
198.9005497,0.68603474
199.2337165,0.46882364
199.5668832,0.9241279
199.90005,1.629799
200.2332167,2.1848063
200.5663835,1.9823258
200.8995502,4.3598547
201.232717,2.7048056
201.5658837,2.4191837
201.8990505,0.7794565
202.2322172,4.5917673
202.565384,3.813297
202.8985507,2.280332
203.2317175,2.6363664
203.5648842,3.063734
203.898051,2.412467
204.2312177,2.416228
204.5643845,0.6500926
204.8975512,6.601291
205.230718,3.9120536
205.5638847,3.9932144
205.8970515,1.4900036
206.2302182,2.4166188
206.563385,1.5034814
206.8965517,2.4700985
207.2297185,2.332595
207.5628852,1.5895036
207.896052,2.0035927
208.2292187,3.020564
208.5623855,1.394346
208.8955522,1.4307652
209.228719,2.2998996
209.5618857,1.8431422
209.8950525,3.6498759
210.2282192,3.066658
210.561386,1.7753494
210.8945527,4.562904
211.2277195,1.3352128
211.5608862,2.6247687
211.894053,2.5731323
212.2272197,12.144325
212.5603865,1.1311356
212.8935532,4.4319735
213.22672,7.242178
213.5598867,2.3652318
213.8930535,3.9203794
214.2262202,0.83195424
214.559387,2.5306184
214.8925537,3.3081682
215.2257205,3.3370726
215.5588872,1.1508418
215.892054,1.2890376
216.2252207,2.9452095
216.5583875,4.7982116
216.8915542,3.9132466
217.224721,1.4562963
217.5578877,3.353027
217.8910545,2.8065405
218.2242212,1.0777907
218.557388,3.1888313
218.8905547,0.56370836
219.2237215,1.9526712
219.5568882,5.7696605
219.890055,6.3431416
220.2232217,3.8897016
220.5563885,1.8062223
220.8895552,1.6343039
221.222722,1.7668694
221.5558887,5.683206
221.8890555,2.2161217
222.2222222,1.6035267
222.555389,4.1766043
222.8885557,4.066968
223.2217225,2.7103307
223.5548892,3.8074276
223.888056,2.164214
224.2212227,2.1279237
224.5543895,2.650005
224.8875562,1.246702
225.220723,3.6936207
225.5538897,4.4753084
225.8870565,5.1807036
226.2202232,1.5188206
226.55339,6.7424664
226.8865567,1.4939942
227.2197235,3.8293607
227.5528902,1.2393533
227.886057,1.5393853
228.2192237,3.826484
228.5523905,4.9409876
228.8855572,2.71308
229.218724,2.0186589
229.5518907,4.2419715
229.8850575,1.7989261
230.2182242,3.5794735
230.551391,3.0312676
230.8845577,3.5412831
231.2177245,3.8219473
231.5508912,2.7242472
231.884058,3.0874486
232.2172247,3.2939594
232.5503915,2.0148373
232.8835582,2.276694
233.216725,1.9209336
233.5498917,0.86670285
233.8830585,4.3871427
234.2162252,3.0531106
234.549392,2.751198
234.8825587,4.3437986
235.2157255,2.2709923
235.5488922,1.8557222
235.882059,3.7610521
236.2152257,0.911065
236.5483925,1.137233
236.8815592,0.9186072
237.214726,3.4714797
237.5478927,2.4133885
237.8810595,0.73918104
238.2142262,2.6293764
238.547393,1.7072542
238.8805597,1.6678132
239.2137265,3.4835217
239.5468932,2.4818723
239.88006,3.7816093
240.2132267,1.5634729
240.5463935,2.0704796
240.8795602,1.3910911
241.212727,4.626381
241.5458937,3.8646302
241.8790605,1.7929845
242.2122272,3.2875576
242.545394,2.403062
242.8785607,5.000486
243.2117275,5.7368994
243.5448942,2.6684973
243.878061,3.609189
244.2112277,1.1208593
244.5443945,1.695551
244.8775612,1.0495198
245.210728,1.2624139
245.5438947,1.438181
245.8770615,3.4690022
246.2102282,1.9324208
246.543395,2.825065
246.8765617,3.5956583
247.2097285,2.2776697
247.5428952,5.164221
247.876062,5.8680897
248.2092287,5.4848256
248.5423955,5.7687497
248.8755622,6.092928
249.208729,10.974399
249.5418957,11.360443
249.8750625,19.871826
250.2082292,65.096695
250.541396,49.133625
250.8745627,17.559408
251.2077295,11.259713
251.5408962,7.455253
251.874063,6.658242
252.2072297,4.1355777
252.5403965,4.16527
252.8735632,4.795867
253.20673,3.5383835
253.5398967,2.8184457
253.8730635,1.5736321
254.2062302,1.7913924
254.539397,0.8224458
254.8725637,2.94484
255.2057305,3.4238975
255.5388972,3.8900106
255.872064,2.8535664
256.2052307,0.8395501
256.5383975,2.8665974
256.8715642,0.78399175
257.204731,1.8531672
257.5378977,4.369577
257.8710645,2.3679628
258.2042312,0.77455425
258.537398,1.3572941
258.8705647,2.1412811
259.2037315,1.901052
259.5368982,0.91853505
259.870065,1.3785107
260.2032317,1.6873379
260.5363985,0.92236847
260.8695652,0.8240767
261.202732,1.6712455
261.5358987,1.1584333
261.8690655,2.739319
262.2022322,3.401274
262.535399,0.43342954
262.8685657,3.683486
263.2017325,1.5082386
263.5348992,2.2559037
263.868066,2.191931
264.2012327,0.5765653
264.5343995,2.0164886
264.8675662,5.360698
265.200733,3.2490776
265.5338997,1.4774569
265.8670665,1.6042691
266.2002332,1.6894659
266.5334,0.6384338
266.8665667,1.1542838
267.1997335,0.40875086
267.5329002,0.9691313
267.866067,0.46479633
268.1992337,1.8072786
268.5324005,0.9355525
268.8655672,1.3082706
269.198734,0.7125216
269.5319007,1.3660884
269.8650675,1.8541025
270.1982342,3.215318
270.531401,0.28141052
270.8645677,3.3869727
271.1977345,2.2646682
271.5309012,1.7566247
271.864068,3.2084084
272.1972347,2.7308776
272.5304015,1.4644513
272.8635682,0.6827673
273.196735,1.3642132
273.5299017,1.7358338
273.8630685,0.71272826
274.1962352,0.8969596
274.529402,3.5026097
274.8625687,3.439038
275.1957355,1.5714376
275.5289022,0.74693304
275.862069,0.49707368
276.1952357,2.040868
276.5284025,0.42932844
276.8615692,0.39012668
277.194736,2.2272823
277.5279027,1.6955986
277.8610695,2.3214204
278.1942362,4.2389054
278.527403,1.8669697
278.8605697,1.6377536
279.1937365,2.1500142
279.5269032,1.797585
279.86007,1.6732025
280.1932367,1.4500421
280.5264035,1.9791236
280.8595702,1.3750241
281.192737,0.61632144
281.5259037,1.0980408
281.8590705,1.5450305
282.1922372,0.9302137
282.525404,1.209538
282.8585707,1.2765784
283.1917375,2.4193697
283.5249042,2.596435
283.858071,4.3426676
284.1912377,1.3359694
284.5244045,2.2590277
284.8575712,1.6437504
285.190738,3.4447448
285.5239047,2.5222893
285.8570715,0.37917912
286.1902382,0.30186152
286.523405,1.7542777
286.8565717,1.9080122
287.1897385,0.6363181
287.5229052,0.6473904
287.856072,2.0358443
288.1892387,0.58695894
288.5224055,4.5735955
288.8555722,0.5887137
289.188739,0.40328476
289.5219057,0.4684048
289.8550725,1.0271648
290.1882392,0.35677272
290.521406,2.1437063
290.8545727,1.8699719
291.1877395,3.3479197
291.5209062,0.9600015
291.854073,1.5455077
292.1872397,0.46864748
292.5204065,2.5277362
292.8535732,1.2681224
293.18674,0.35923955
293.5199067,0.97100645
293.8530735,0.61482865
294.1862402,1.783862
294.519407,0.82691735
294.8525737,1.4123068
295.1857405,0.35733828
295.5189072,0.71176565
295.852074,1.5195241
296.1852407,0.7438115
296.5184075,1.2301489
296.8515742,0.772797
297.184741,0.84630066
297.5179077,2.47684
297.8510745,1.1419063
298.1842412,3.0469174
298.517408,3.675889
298.8505747,1.4042751
299.1837415,6.928252
299.5169082,2.0600777
299.850075,0.84002465
300.1832417,0.8025596
300.5164085,0.41186333
300.8495752,1.5030864
301.182742,0.34751576
301.5159087,1.3605455
301.8490755,0.34656549
302.1822422,2.2457824
302.515409,1.1478566
302.8485757,1.8009655
303.1817425,1.6312603
303.5149092,2.5789235
303.848076,1.7844013
304.1812427,1.5344229
304.5144095,2.1315851
304.8475762,1.9755093
305.180743,1.8870326
305.5139097,2.9183896
305.8470765,4.733256
306.1802432,0.6133278
306.51341,3.5815737
306.8465767,3.2415745
307.1797435,1.0651177
307.5129102,3.9847534
307.846077,1.7241294
308.1792437,2.3387728
308.5124105,1.6493564
308.8455772,1.8996933
309.178744,1.8920599
309.5119107,1.5283291
309.8450775,0.7594913
310.1782442,1.3646742
310.511411,0.49565747
310.8445777,1.1886265
311.1777445,1.5715353
311.5109112,2.0280187
311.844078,4.2088437
312.1772447,3.7118187
312.5104115,5.46558
312.8435782,24.067225
313.176745,11.110509
313.5099117,6.53616
313.8430785,3.1011546
314.1762452,1.1734793
314.509412,0.5888294
314.8425787,3.2542632
315.1757455,0.50929683
315.5089122,0.7285643
315.842079,1.8641224
316.1752457,2.2728798
316.5084125,2.6109078
316.8415792,1.9319277
317.174746,3.1039162
317.5079127,3.0108297
317.8410795,1.7807783
318.1742462,1.2698995
318.507413,2.1334882
318.8405797,1.0685698
319.1737465,0.50856507
319.5069132,1.5266951
319.84008,1.0467521
320.1732467,5.0336123
320.5064135,2.3510962
320.8395802,1.9690537
321.172747,2.2237709
321.5059137,0.72760075
321.8390805,2.733954
322.1722472,1.0051848
322.505414,0.35052714
322.8385807,0.5448925
323.1717475,0.28097743
323.5049142,1.9491343
323.838081,0.17028785
324.1712477,0.49837577
324.5044145,0.22929637
324.8375812,1.0136353
325.170748,1.091144
325.5039147,1.2156457
325.8370815,0.31738642
326.1702482,0.28387627
326.503415,0.73560154
326.8365817,1.1449285
327.1697485,2.686851
327.5029152,3.7392771
327.836082,1.5940605
328.1692487,1.8235626
328.5024155,0.97123456
328.8355822,1.5610582
329.168749,2.3541505
329.5019157,1.9196118
329.8350825,1.5178574
330.1682492,0.9247361
330.501416,1.1129571
330.8345827,0.086453125
331.1677495,1.5365413
331.5009162,0.9409948
331.834083,1.759748
332.1672497,2.8487556
332.5004165,1.5512184
332.8335832,1.1736109
333.16675,1.2315078
333.4999167,0.4643677
333.8330835,2.311042
334.1662502,0.92924285
334.499417,2.5463417
334.8325837,2.068788
335.1657505,2.496974
335.4989172,1.0621061
335.832084,0.8659942
336.1652507,1.4891775
336.4984175,2.0740972
336.8315842,2.5832496
337.164751,6.759039
337.4979177,6.329671
337.8310845,2.575511
338.1642512,2.0676608
338.497418,1.2007713
338.8305847,1.2401441
339.1637515,1.4016402
339.4969182,1.3108476
339.830085,1.430799
340.1632517,0.5909418
340.4964185,0.41818488
340.8295852,0.69539404
341.162752,0.9612667
341.4959187,0.22884789
341.8290855,0.8834141
342.1622522,2.7367997
342.495419,1.7226927
342.8285857,0.45600152
343.1617525,0.7612191
343.4949192,1.6006472
343.828086,0.50146055
344.1612527,1.4347423
344.4944195,0.821274
344.8275862,0.516984
345.160753,1.4084854
345.4939197,1.0559448
345.8270865,1.3321229
346.1602532,1.2065405
346.49342,2.5185764
346.8265867,0.6068166
347.1597535,0.3774929
347.4929202,0.8627583
347.826087,0.89852446
348.1592537,0.682831
348.4924205,0.54737425
348.8255872,0.3391851
349.158754,1.6135111
349.4919207,1.648026
349.8250875,1.9199623
350.1582542,0.6760287
350.491421,0.36391982
350.8245877,1.7975063
351.1577545,0.5986322
351.4909212,0.5034125
351.824088,0.87977725
352.1572547,0.73827475
352.4904215,0.41272518
352.8235882,1.4007708
353.156755,0.92744315
353.4899217,1.6649591
353.8230885,3.4418573
354.1562552,1.7219218
354.489422,0.18785013
354.8225887,0.8134778
355.1557555,1.0357424
355.4889222,0.9055012
355.822089,0.18538456
356.1552557,0.6940782
356.4884225,1.7689464
356.8215892,1.7256662
357.154756,1.200378
357.4879227,0.18787514
357.8210895,1.0424069
358.1542562,1.1423112
358.487423,1.3337401
358.8205897,1.1791838
359.1537565,1.0255044
359.4869232,1.359012
359.82009,1.5095098
360.1532567,0.5413335
360.4864235,0.57586116
360.8195902,2.5449407
361.152757,2.8782363
361.4859237,1.1693285
361.8190905,2.9236934
362.1522572,0.7971177
362.485424,0.8863815
362.8185907,0.7302712
363.1517575,0.91002893
363.4849242,0.8428812
363.818091,0.7139778
364.1512577,1.2001629
364.4844245,1.6695237
364.8175912,1.4090981
365.150758,0.5199478
365.4839247,0.57224566
365.8170915,0.5188079
366.1502582,0.47012228
366.483425,0.81568265
366.8165917,0.8930934
367.1497585,0.94051343
367.4829252,1.5167891
367.816092,1.2472198
368.1492587,3.1489277
368.4824255,1.9236199
