Frequency (Hz),0.0,0.064,0.128,0.192,0.256,0.32,0.384,0.448,0.512,0.576,0.64,0.704,0.768,0.832,0.896,0.96,1.024,1.088,1.152,1.216,1.28,1.344,1.408,1.472,1.536,1.6,1.664,1.728,1.792,1.856,1.92,1.984,2.048,2.112,2.176,2.24,2.304,2.368,2.432,2.496,2.56,2.624,2.688,2.752,2.816,2.88,2.944
0.0,-20.218346,-24.81749,-51.71042,-23.011486,-48.835663,-18.687344,-37.49656,-24.31976,-55.157375,-16.450233,-46.878284,-60.725735,-43.981445,-23.874922,-25.300255,-40.833176,-38.861366,-52.097492,-25.46727,-54.057415,-48.777744,-34.86888,-20.15696,-29.527172,-23.466171,-32.751053,-44.05676,-22.827732,-36.274883,-77.20036,-35.686928,-23.983799,-44.47357,-45.596172,-55.412125,-34.204132,-37.30872,-39.36994,-35.420082,-24.668083,-26.876038,-43.347717,-31.083576,-44.725372,-18.538532,-55.448425,-26.222883
7.8125,-24.287212,-22.428297,-28.13712,-22.043505,-47.080505,-19.196836,-31.656256,-25.628666,-33.900475,-16.706333,-30.5452,-31.037653,-33.208374,-26.70366,-24.811672,-33.20575,-31.04023,-31.640347,-24.600151,-48.36286,-32.517826,-29.87305,-22.653854,-34.104294,-22.889357,-37.921616,-29.818499,-21.39539,-36.44133,-32.151558,-34.743668,-22.798489,-37.93764,-23.97446,-33.771927,-26.275984,-31.134193,-28.791172,-27.670687,-24.886314,-38.726334,-37.984184,-30.298262,-34.84738,-18.32793,-30.308289,-27.574093
15.625,-33.98591,-20.607237,-35.66185,-20.66305,-39.639847,-19.231195,-31.777565,-24.934816,-34.731796,-17.793411,-40.61523,-30.767166,-33.586395,-24.146938,-25.61776,-28.497047,-32.916843,-30.729603,-23.5142,-40.761513,-30.906439,-31.796883,-28.242142,-33.919853,-24.046381,-29.630753,-26.61316,-20.20182,-32.93505,-23.332523,-32.258118,-19.970245,-34.065613,-18.662506,-31.089788,-21.737133,-36.18868,-24.789959,-34.269382,-31.060822,-26.843,-28.547247,-28.184637,-29.519567,-21.078018,-31.397839,-30.076653
23.4375,-21.832594,-22.728184,-36.0455,-21.29773,-44.645046,-18.432762,-37.5595,-24.73524,-37.943966,-18.879627,-39.444176,-39.786873,-40.414597,-25.39296,-27.208645,-31.876331,-41.044,-43.597916,-23.829807,-50.68401,-37.394993,-43.90834,-26.855879,-30.776167,-25.354156,-31.665812,-31.751228,-21.088476,-29.70882,-23.02009,-41.05653,-17.72938,-31.847168,-15.813874,-37.020874,-21.595306,-40.8144,-21.188953,-32.66198,-25.055466,-28.800995,-39.63201,-28.1439,-29.087152,-23.130665,-41.139416,-29.672623
31.25,-22.81036,-18.677141,-30.339802,-21.324799,-30.447779,-16.207167,-29.235775,-26.744785,-33.21251,-18.338165,-25.90405,-30.422354,-27.681889,-25.922857,-20.484493,-28.544273,-26.047256,-31.94819,-19.699839,-27.325447,-27.807762,-28.983585,-38.684227,-23.8404,-28.493237,-26.082014,-32.06652,-20.110329,-30.968811,-20.126915,-26.58738,-17.701591,-28.055492,-14.129702,-27.804737,-25.900053,-25.913242,-21.442314,-24.406317,-46.371117,-23.633373,-29.588694,-23.010513,-25.702583,-21.261234,-32.4189,-30.228739
39.0625,-40.84603,-21.02137,-23.892403,-21.493902,-22.801292,-16.115288,-24.92084,-23.389574,-25.551548,-15.342958,-22.03263,-26.764957,-26.41516,-18.811817,-20.17188,-24.257065,-22.226513,-23.341888,-19.437422,-21.080305,-21.737217,-25.500603,-20.644844,-34.73896,-21.297304,-29.689318,-31.170855,-26.213749,-21.807575,-21.097687,-24.967697,-19.146124,-23.50957,-14.259369,-22.667223,-26.282587,-26.103027,-17.166014,-20.508915,-25.284718,-23.007473,-22.507053,-20.709888,-21.162128,-20.192648,-27.116148,-35.620705
46.875,-22.010181,-29.894812,-24.068577,-20.109325,-24.538229,-19.062475,-36.71338,-21.968765,-28.902884,-16.400986,-25.42288,-31.368567,-43.531662,-20.23004,-29.35532,-34.40079,-25.635807,-26.230742,-21.986996,-22.657352,-24.745262,-35.31138,-16.355572,-25.085228,-18.237108,-24.715332,-24.179895,-22.221447,-24.917734,-35.803658,-37.572796,-20.063566,-27.488243,-18.016287,-27.107662,-25.113354,-33.615364,-19.319744,-29.96782,-30.795465,-24.74133,-25.11021,-30.334166,-23.265942,-19.861652,-37.940628,-30.478401
54.6875,-19.368856,-19.081888,-26.74179,-18.195381,-31.868168,-19.555769,-34.559563,-23.02855,-42.254093,-18.850933,-26.618969,-29.80762,-35.90569,-25.436737,-21.62585,-29.57518,-33.0877,-32.929924,-20.339422,-31.153883,-37.002377,-28.995543,-17.271484,-45.52267,-21.817554,-22.635666,-25.178028,-22.76248,-39.07138,-23.865898,-28.633957,-21.92945,-34.190216,-24.094845,-30.957853,-24.868431,-35.195705,-27.44191,-25.860044,-31.918175,-24.117752,-36.812256,-24.93163,-34.001488,-18.34013,-34.41277,-24.484604
62.5,-23.744083,-23.309988,-35.074608,-17.15633,-61.630966,-18.129583,-31.821705,-23.888834,-36.67076,-18.656296,-39.110268,-29.475212,-36.7498,-23.011412,-23.936432,-39.013245,-47.721046,-40.478104,-25.40936,-35.08519,-32.12278,-35.6048,-20.265665,-30.790379,-20.219141,-27.744343,-27.69678,-26.444714,-32.57645,-33.20987,-36.25848,-26.689932,-36.13624,-29.708408,-31.590242,-21.787502,-35.4663,-30.40491,-30.79724,-23.117395,-26.346931,-30.874266,-25.767818,-26.428059,-16.931263,-36.191505,-22.261524
70.3125,-25.377865,-25.981258,-29.69676,-17.97454,-32.129326,-17.600735,-27.848372,-21.766102,-30.750084,-17.53235,-42.523438,-27.506187,-37.157444,-26.933779,-27.665356,-27.530537,-26.28125,-33.891953,-25.985874,-35.6514,-43.51313,-36.835632,-28.318047,-26.50145,-19.649017,-35.45095,-30.30561,-26.7057,-28.104034,-29.98832,-27.498243,-35.94966,-26.791714,-19.23602,-31.442816,-17.383072,-30.24182,-22.99469,-32.151657,-23.724783,-23.318031,-31.78663,-23.482895,-26.367687,-15.337982,-29.671501,-21.368937
78.125,-17.34169,-20.201836,-28.39975,-17.830648,-35.213997,-19.841518,-26.283257,-20.895012,-32.509148,-16.242762,-30.744045,-32.07013,-29.79621,-27.804644,-31.0271,-25.594418,-22.563362,-30.649342,-24.82508,-35.914787,-36.04352,-31.29939,-31.407267,-25.639122,-19.856804,-33.602165,-23.576666,-21.414043,-24.497011,-18.289156,-25.598492,-20.923092,-22.374695,-12.937594,-28.522524,-15.592415,-31.686089,-17.635319,-23.273487,-17.969078,-27.283983,-23.759459,-19.327913,-30.092442,-12.910814,-26.187527,-19.640026
85.9375,-17.394506,-17.70072,-33.298176,-18.9259,-34.275856,-18.52208,-34.291515,-22.255276,-47.50787,-15.859541,-38.925446,-33.77392,-34.620667,-23.567024,-25.840248,-29.104029,-26.0318,-33.27025,-23.783157,-36.12212,-42.28104,-30.485607,-16.799856,-25.32732,-18.192936,-29.070538,-22.42873,-17.010525,-28.281961,-15.22118,-25.341702,-14.500907,-27.894321,-9.527756,-28.20993,-14.960963,-34.970444,-14.312052,-20.741009,-17.53219,-24.11443,-25.958355,-14.91499,-26.32562,-11.4764,-33.389145,-16.946499
93.75,-28.801027,-19.46908,-31.685843,-16.932005,-28.379324,-18.357723,-34.39599,-19.730999,-25.94903,-17.40768,-28.43333,-25.001474,-24.579678,-29.895805,-22.130598,-30.095789,-26.487083,-36.066223,-22.38778,-37.491375,-27.831577,-27.859682,-11.189482,-30.055294,-14.662391,-16.869469,-18.085545,-13.844321,-20.760841,-12.865717,-28.341476,-10.527559,-25.199356,-8.001271,-28.706652,-12.689855,-25.060347,-12.882098,-23.819035,-16.659498,-19.18414,-19.6049,-13.278357,-24.643425,-9.1479,-28.845211,-15.321672
101.5625,-18.592644,-20.922497,-26.632359,-16.797625,-28.753067,-22.698408,-35.88864,-17.273672,-20.122812,-15.229124,-35.44613,-32.8229,-17.278791,-20.831825,-19.973907,-40.314995,-28.449265,-24.341095,-22.705048,-29.756306,-25.883026,-18.924349,-9.530587,-21.742737,-10.294552,-13.976535,-16.139042,-13.632301,-21.711262,-8.829906,-21.019009,-7.922942,-27.31475,-7.356724,-29.230927,-10.013059,-21.413685,-11.360931,-30.873346,-18.344576,-17.53988,-17.098675,-11.653801,-18.025723,-7.591649,-32.939865,-13.90008
109.375,-11.638462,-21.779871,-28.832516,-16.865284,-44.140846,-19.256403,-25.353392,-17.193165,-20.023163,-13.673172,-27.159126,-21.778088,-17.11676,-19.035198,-19.744812,-26.54985,-24.952879,-22.395721,-23.58569,-22.28572,-34.17538,-17.244907,-6.6431365,-18.135021,-9.360601,-17.08737,-12.062133,-10.780354,-17.569567,-8.866877,-29.897636,-7.5781603,-29.619804,-6.5342717,-36.209766,-9.178928,-34.832245,-10.392586,-18.133907,-12.198672,-15.487493,-14.524386,-11.911447,-16.14084,-10.707365,-22.465763,-11.829424
117.1875,-7.9128013,-8.01419,-6.141169,-8.584278,-5.881617,-10.122552,-6.467474,-8.179904,-5.6709595,-8.274155,-6.7946873,-6.241144,-5.872526,-5.759876,-6.7637496,-6.0070453,-6.6889153,-6.078168,-7.1426315,-7.1128454,-7.615443,-7.2610245,-7.5322614,-4.804203,-5.121355,-6.00187,-4.782695,-6.7680073,-5.008215,-10.398198,-5.6414385,-14.454707,-6.1323147,-22.173393,-6.747052,-9.620184,-6.4167676,-7.436422,-6.8762417,-4.424446,-7.591261,-4.8360434,-8.940086,-7.2715616,-10.242743,-5.3237915,-12.134577
125.0,-7.0696387,-1.3338461,-0.48625946,-1.6845102,0.0,-1.5520468,-0.3267355,-1.2874546,-0.29198647,-1.8696785,-0.6737156,-0.3564968,-0.3860693,-1.1413898,-1.0408754,-0.4309454,-0.72569656,-0.51780605,-0.5654211,-0.4349842,-0.5674248,-0.3456993,-5.7325087,-0.7568588,-4.0641747,-2.2872715,-2.4103317,-3.4648523,-1.3303738,-4.346113,-0.57424927,-5.6084375,-0.42498207,-6.391619,-0.6798458,-4.408764,-0.5954666,-4.47805,-2.055663,-2.3257313,-2.3821278,-1.6159983,-3.9925728,-1.8145456,-3.555829,-0.4126768,-17.184027
132.8125,-9.585554,-6.4959226,-5.2321997,-6.9885883,-6.0735245,-7.715623,-6.2740383,-8.588281,-6.3190985,-8.561298,-6.536021,-5.737698,-5.84857,-7.39622,-5.8890033,-6.1837583,-6.499565,-6.482843,-6.112991,-6.3476396,-6.293889,-5.658348,-12.215855,-5.128994,-7.5939403,-4.0464315,-6.0446315,-4.813854,-5.837186,-6.1883993,-5.396403,-10.9496765,-6.362117,-18.905518,-6.5419664,-15.223311,-5.381251,-9.458004,-5.636591,-7.990425,-5.182088,-6.2841845,-7.0855546,-6.5566425,-8.768518,-5.2606516,-16.810469
140.625,-14.877705,-23.401272,-27.11157,-16.218386,-27.086876,-19.447586,-39.34673,-16.923487,-34.394127,-19.16395,-26.558235,-27.747416,-30.025959,-27.985714,-26.82053,-38.45818,-32.563347,-31.969809,-21.095982,-34.87368,-36.462997,-30.67216,-8.609642,-20.446674,-9.992411,-14.633699,-14.267085,-10.900703,-21.254786,-8.9625435,-30.595121,-7.5613027,-32.375214,-9.1924095,-31.010605,-8.056701,-32.382805,-10.13047,-18.563469,-13.602467,-20.701572,-17.880924,-11.479716,-27.171095,-15.085327,-26.794605,-12.830366
148.4375,-19.826624,-25.363861,-26.909,-15.784329,-33.467285,-17.778904,-40.750053,-17.68274,-33.645164,-18.353674,-33.687813,-37.160805,-33.46623,-28.01781,-25.172756,-46.12888,-35.6195,-34.005447,-23.12532,-29.753895,-38.034973,-40.16702,-9.532396,-27.0778,-11.20657,-14.184602,-15.803612,-12.621272,-20.25874,-10.082624,-29.542027,-8.729256,-27.90862,-9.88897,-43.410843,-8.44499,-26.476921,-12.679054,-19.93659,-15.026627,-16.600237,-18.771847,-13.975982,-17.336285,-14.594683,-28.16934,-12.627826
156.25,-29.287525,-25.014645,-25.470997,-17.62943,-32.075623,-16.171768,-29.41545,-17.323273,-28.13031,-17.420727,-38.98015,-34.0945,-30.153566,-49.50374,-22.551804,-25.807072,-23.435326,-29.307192,-28.301414,-24.141117,-40.474434,-42.399994,-10.704418,-41.676895,-12.812098,-16.431961,-22.002949,-13.51904,-21.43568,-10.308493,-26.656155,-11.710209,-27.95662,-13.414704,-29.673391,-8.878487,-29.086245,-13.659481,-30.000978,-14.680399,-27.808992,-18.119354,-11.65842,-20.975157,-13.023274,-23.631035,-12.5745125
164.0625,-22.997822,-18.332397,-34.482315,-21.920395,-23.996124,-15.587039,-26.87089,-16.176403,-25.307076,-18.290913,-31.108643,-26.867529,-23.60794,-22.841276,-22.029362,-21.976357,-20.147331,-25.852264,-24.42371,-24.263798,-31.537857,-32.011734,-13.09945,-24.566587,-19.888474,-24.110472,-24.017433,-16.102674,-18.115978,-10.052992,-21.447319,-13.360849,-22.319748,-18.500519,-24.522057,-9.629341,-20.988205,-14.904501,-21.695553,-15.473293,-16.333471,-33.53693,-13.336463,-22.274334,-14.123779,-21.018425,-11.642445
171.875,-26.22372,-19.134045,-27.710316,-20.207462,-28.27398,-17.05902,-32.222214,-17.199602,-41.054893,-20.37685,-34.846294,-33.133957,-24.993645,-22.423662,-34.624714,-34.216675,-25.632854,-39.892292,-24.17369,-32.73607,-27.919155,-29.548937,-16.39997,-30.331703,-21.752445,-19.973362,-26.007435,-22.846224,-21.99873,-15.121693,-33.22001,-15.69593,-27.818205,-20.861443,-31.041891,-12.093486,-29.921995,-20.668869,-25.532663,-23.58712,-21.057072,-18.374239,-20.881678,-18.555185,-21.720375,-28.189823,-10.547249
179.6875,-18.133743,-11.676302,-15.064422,-22.562672,-15.85313,-13.193197,-14.882355,-15.630715,-14.951214,-11.758035,-15.371658,-15.696074,-17.91541,-15.017933,-13.412472,-14.987884,-16.96875,-14.772179,-13.95094,-14.344096,-16.301147,-16.146336,-12.250616,-14.852493,-13.358272,-15.425152,-16.050793,-16.911915,-13.343552,-20.720379,-14.663711,-19.197315,-15.513831,-16.740068,-14.922916,-12.208142,-14.966971,-13.706483,-20.404518,-14.106342,-13.07042,-12.815422,-25.924797,-11.914408,-16.028353,-13.605844,-10.316486
187.5,-12.615936,-7.635332,-9.768824,-13.111451,-9.055196,-7.147513,-9.402883,-9.556386,-8.265658,-8.081449,-8.884314,-8.759344,-9.735487,-10.381374,-8.6621,-8.387806,-8.927621,-9.021097,-8.387886,-8.4930935,-9.48784,-8.871496,-8.295487,-8.218057,-10.781083,-11.83075,-10.653916,-8.567417,-8.334861,-10.443802,-8.9381275,-11.467934,-8.728045,-8.584904,-8.5351305,-10.029936,-8.71294,-8.675767,-9.101658,-10.853994,-9.278276,-8.718315,-8.588536,-7.51144,-9.9812765,-7.4361024,-12.517319
