Frequency (Hz),0,0.064,0.128,0.192,0.256,0.32,0.384,0.448,0.512,0.576,0.64,0.704,0.768,0.832,0.896,0.96,1.024,1.088,1.152,1.216,1.28,1.344,1.408,1.472,1.536,1.6,1.664,1.728,1.792,1.856,1.92,1.984,2.048,2.112,2.176,2.24,2.304,2.368,2.432,2.496,2.56,2.624,2.688,2.752,2.816,2.88,2.944
0,-19.929222,-25.088802,-60.537544,-22.813486,-45.55414,-18.560637,-38.646454,-24.558502,-80,-16.548033,-50.76301,-51.705315,-46.730576,-23.643562,-25.039255,-42.60556,-37.680237,-47.68827,-25.73755,-48.718277,-45.49305,-35.747242,-20.013071,-29.100662,-23.686255,-33.396626,-46.785797,-23.039967,-35.378784,-57.068817,-36.57959,-23.762207,-47.365868,-43.265617,-80,-33.49069,-38.436436,-38.103554,-36.37394,-24.931387,-27.206823,-45.808495,-30.602701,-42.460785,-18.413559,-80,-29.706572
7.8125,-24.01137,-22.421757,-28.255562,-21.994404,-48.536385,-19.130278,-31.818888,-25.737951,-33.739204,-16.75071,-30.349466,-31.084822,-33.534203,-26.68267,-24.82021,-33.39158,-30.860138,-31.42384,-24.692114,-46.6864,-32.5578,-30.117676,-22.575996,-34.181313,-22.952633,-37.38027,-29.60201,-21.442177,-36.531754,-32.377434,-35.14483,-22.701342,-37.5262,-23.961811,-33.6326,-26.123028,-31.167006,-28.629501,-27.649185,-24.97298,-39.325294,-37.804924,-30.096,-35.278267,-18.274548,-30.353704,-30.754427
15.625,-33.332233,-20.607288,-35.648193,-20.66742,-39.634632,-19.228271,-31.777615,-24.931376,-34.729378,-17.795162,-40.647087,-30.767866,-33.584503,-24.151539,-25.613636,-28.492521,-32.917484,-30.717892,-23.513062,-40.72851,-30.917152,-31.810434,-28.235413,-33.919685,-24.047062,-29.635008,-26.612843,-20.200222,-32.92065,-23.33033,-32.267754,-19.970173,-34.07685,-18.663635,-31.076454,-21.732296,-36.16401,-24.78971,-34.2613,-31.065144,-26.854988,-28.54602,-28.181355,-29.525343,-21.071934,-31.395964,-33.648827
23.4375,-21.427406,-22.724401,-36.05146,-21.302917,-44.665253,-18.435143,-37.537937,-24.73639,-37.938904,-18.879333,-39.4607,-39.767513,-40.44757,-25.397308,-27.214514,-31.875418,-41.0759,-43.5427,-23.829548,-50.600586,-37.40612,-43.869576,-26.85445,-30.768623,-25.363636,-31.668978,-31.756102,-21.08899,-29.707737,-23.020475,-41.0735,-17.729763,-31.850304,-15.812928,-36.99861,-21.592026,-40.761215,-21.191885,-32.66612,-25.051891,-28.794159,-39.649506,-28.139488,-29.088123,-23.127874,-41.12642,-31.48926
31.25,-22.382816,-18.674667,-30.337791,-21.327784,-30.44426,-16.210085,-29.24062,-26.743212,-33.20466,-18.336437,-25.895676,-30.414616,-27.684956,-25.922407,-20.482449,-28.551216,-26.049135,-31.948101,-19.701712,-27.330835,-27.805614,-28.987267,-38.69925,-23.839972,-28.49163,-26.084625,-32.070995,-20.113514,-30.96529,-20.125233,-26.587055,-17.703547,-28.059963,-14.129989,-27.797714,-25.89864,-25.912985,-21.441692,-24.40866,-46.37818,-23.634758,-29.591202,-23.010435,-25.707943,-21.260803,-32.416763,-27.9925
39.0625,-45.552193,-21.02127,-23.888126,-21.497187,-22.799307,-16.116735,-24.917358,-23.387783,-25.541481,-15.340002,-22.028915,-26.763805,-26.414583,-18.813622,-20.170567,-24.263462,-22.225399,-23.338902,-19.436089,-21.082392,-21.737295,-25.496067,-20.644,-34.74254,-21.29906,-29.687466,-31.176186,-26.21804,-21.808762,-21.09467,-24.968708,-19.149479,-23.51052,-14.26067,-22.66234,-26.283728,-26.103521,-17.165394,-20.507332,-25.283333,-23.014214,-22.512054,-20.709312,-21.165577,-20.190735,-27.110588,-26.42833
46.875,-21.821814,-29.882984,-24.072872,-20.109324,-24.537073,-19.060207,-36.67206,-21.97173,-28.88924,-16.398926,-25.422766,-31.377115,-43.522427,-20.231922,-29.359056,-34.40268,-25.634235,-26.236057,-21.984344,-22.658928,-24.748087,-35.32392,-16.356373,-25.090687,-18.239386,-24.719387,-24.182673,-22.21825,-24.918669,-35.827682,-37.561485,-20.065805,-27.483711,-18.019241,-27.107319,-25.114525,-33.595585,-19.318726,-29.96679,-30.782404,-24.741951,-25.11617,-30.335333,-23.26907,-19.859646,-37.95701,-33.170456
54.6875,-19.058352,-19.080536,-26.741783,-18.191833,-31.862408,-19.553541,-34.5649,-23.033808,-42.228645,-18.849468,-26.620836,-29.811638,-35.902893,-25.432808,-21.623524,-29.573587,-33.068363,-32.944115,-20.338985,-31.159388,-37.000446,-28.995832,-17.270155,-45.519478,-21.819296,-22.639187,-25.176754,-22.760754,-39.074417,-23.87297,-28.63255,-21.933296,-34.187233,-24.104015,-30.974682,-24.87199,-35.19757,-27.44517,-25.861557,-31.904495,-24.110733,-36.834354,-24.936102,-33.994648,-18.339245,-34.39669,-30.436977
62.5,-23.212406,-23.30655,-35.079937,-17.153988,-61.7203,-18.130165,-31.819792,-23.89648,-36.6893,-18.657288,-39.121025,-29.480185,-36.75747,-23.005377,-23.928154,-39.009544,-47.77009,-40.494682,-25.40577,-35.095444,-32.123314,-35.594765,-20.261087,-30.783758,-20.220398,-27.742237,-27.704462,-26.443472,-32.584618,-33.221886,-36.274837,-26.695673,-36.141403,-29.70558,-31.596758,-21.788202,-35.488987,-30.40882,-30.797882,-23.115501,-26.353172,-30.865374,-25.77063,-26.420689,-16.928646,-36.209087,-22.11246
